,Entry,Gene Names_x,Entry Name,Protein names,Organism,Mass
101,G2Q7B2,MYCTH_2300442,G2Q7B2_THET4,FACT complex subunit,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),117693
102,G2Q7G7,MYCTH_78483,G2Q7G7_THET4,ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37382
103,G2Q7J8,MYCTH_2300528,G2Q7J8_THET4,Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55919
104,G2Q7Q5,MYCTH_2314852,G2Q7Q5_THET4,Actin-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41623
105,G2Q7T0,MYCTH_2302478,G2Q7T0_THET4,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.10) (EC 3.4.11.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),68951
106,G2Q7T9,MYCTH_2302511,G2Q7T9_THET4,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),62107
107,G2Q7X6,MYCTH_2300695,G2Q7X6_THET4,"Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49610
108,G2Q845,MYCTH_2302660,G2Q845_THET4,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46747
109,G2Q895,MYCTH_2300833,G2Q895_THET4,AdoMet-dependent rRNA methyltransferase SPB1 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase) (S-adenosyl-L-methionine-dependent methyltransferase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),95650
110,G2Q8B6,MYCTH_2302700,G2Q8B6_THET4,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48731
111,G2Q8C6,MYCTH_2302736,G2Q8C6_THET4,Fe-S cluster assembly protein DRE2 (Anamorsin homolog),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37053
112,G2Q8D4,MYCTH_2302755,G2Q8D4_THET4,Spindle pole body component,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),109538
113,G2Q8J2,MYCTH_2300946,G2Q8J2_THET4,CAAX prenyl protease (EC 3.4.24.84),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),52771
114,G2Q8Q1,MYCTH_2302899,G2Q8Q1_THET4,Mitogen-activated protein kinase (EC 2.7.11.24),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46922
115,G2Q920,MYCTH_2303002,G2Q920_THET4,Imidazole glycerol phosphate synthase hisHF [Includes: Glutaminase (EC 3.5.1.2); Cyclase],Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59535
116,G2Q982,MYCTH_2303016,G2Q982_THET4,Mannose-6-phosphate isomerase (EC 5.3.1.8),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49004
117,G2Q9A6,MYCTH_114667,MYCB_THET4,Diels-Alderase mycB (EC 5.5.1.-) (Myceliothermophin biosynthesis cluster protein B),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49347
118,G2Q9A7,MYCTH_114666,MYCC_THET4,Trans-enoyl reductase mycC (EC 1.-.-.-) (Myceliothermophin biosynthesis cluster protein C),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40045
119,G2Q9B9,MYCTH_2057861,G2Q9B9_THET4,Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20091
120,G2Q9C3,MYCTH_111107,G2Q9C3_THET4,Nucleosome assembly protein-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45293
121,G2Q9I2,MYCTH_2301403,G2Q9I2_THET4,DNA replication licensing factor MCM5 (EC 3.6.4.12),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),80131
122,G2Q9K3,MYCTH_2090548,G2Q9K3_THET4,UBC core domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),27299
123,G2Q9K8,MYCTH_2301456,G2Q9K8_THET4,DNA polymerase (EC 2.7.7.7),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),121847
124,G2Q9W1,MYCTH_2057978,G2Q9W1_THET4,Ceramide glucosyltransferase (EC 2.4.1.80) (Glucosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59129
125,G2QA06,MYCTH_2301713,G2QA06_THET4,Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31988
126,G2QA70,MYCTH_2300033,G2QA70_THET4,Fructose-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),39710
127,G2QAA7,MYCTH_2301807,G2QAA7_THET4,Elongator complex protein 3 (EC 2.3.1.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),64764
128,G2QAA8,MYCTH_2301810,G2QAA8_THET4,"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34769
129,G2QAC6,MYCTH_2301841,G2QAC6_THET4,Chromatin-remodeling ATPase INO80 (EC 3.6.4.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),199628
130,G2QAE3,MYCTH_2300079,G2QAE3_THET4,Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),102665
131,G2QAG3,MYCTH_2300121,G2QAG3_THET4,EKC/KEOPS complex subunit BUD32 (EC 2.7.11.1) (Atypical Serine/threonine protein kinase BUD32) (EKC/KEOPS complex subunit bud32),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),29065
132,G2QAL5,MYCTH_2301916,G2QAL5_THET4,CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),85501
133,G2QAU9,MYCTH_2133056,G2QAU9_THET4,"Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),44767
134,G2QAZ7,MYCTH_2302094,G2QAZ7_THET4,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38383
135,G2QB11,MYCTH_2300304,G2QB11_THET4,Replication protein A subunit,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),68273
136,G2QB66,MYCTH_2302129,G2QB66_THET4,Phospholipid-transporting ATPase (EC 7.6.2.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),146101
137,G2QB71,MYCTH_110931,G2QB71_THET4,Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40301
138,G2QB93,MYCTH_2302206,G2QB93_THET4,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),76365
139,G2QBD6,MYCTH_2304601,G2QBD6_THET4,DNA ligase (EC 6.5.1.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),115120
140,G2QBD8,MYCTH_2304605,G2QBD8_THET4,"Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55100
141,G2QBJ8,MYCTH_2304768,G2QBJ8_THET4,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46920
142,G2QBK2,MYCTH_2304786,G2QBK2_THET4,Radical SAM core domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),79817
143,G2QBP2,MYCTH_2304883,G2QBP2_THET4,Eukaryotic translation initiation factor 6 (eIF-6),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26462
144,G2QBT1,MYCTH_2303088,G2QBT1_THET4,Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),82314
145,G2QC62,MYCTH_2305148,G2QC62_THET4,mRNA-capping enzyme subunit alpha (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (mRNA guanylyltransferase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46789
146,G2QC98,MYCTH_107891,G2QC98_THET4,Pre-mRNA-processing factor 19 (EC 2.3.2.27),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),93348
147,G2QCF7,MYCTH_2305264,G2QCF7_THET4,Aurora kinase (EC 2.7.11.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45709
148,G2QCP0,MYCTH_2303429,G2QCP0_THET4,"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit homolog) (eIF3 p93) (Translation initiation factor eIF3, p93 subunit homolog)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),97655
149,G2QCV7,MYCTH_2315024,G2QCV7_THET4,Uricase (EC 1.7.3.3) (Urate oxidase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34290
150,G2QCX3,MYCTH_2061829,G2QCX3_THET4,DNA polymerase (EC 2.7.7.7),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),166264
151,G2QCZ8,MYCTH_2303567,G2QCZ8_THET4,non-specific serine/threonine protein kinase (EC 2.7.11.1) (Autophagy-related protein 1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),107425
152,G2QD06,MYCTH_2303583,G2QD06_THET4,"Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),83054
153,G2QD65,MYCTH_2303595,G2QD65_THET4,Peptidyl-prolyl cis-trans isomerase-like 2 (EC 2.3.2.27) (EC 5.2.1.8) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (RING-type E3 ubiquitin transferase isomerase-like 2),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),66267
154,G2QD74,MYCTH_2303613,G2QD74_THET4,ATP-grasp domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),83190
155,G2QDQ9,MYCTH_2305637,VAO15_THET4,VAO-type flavoprotein oxidase VAO615,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),61962
156,G2QDU7,MYCTH_107723,G2QDU7_THET4,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55029
157,G2QDX2,MYCTH_68011,G2QDX2_THET4,"Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),114451
158,G2QDZ3,MYCTH_101224,G2QDZ3_THET4,Bifunctional cytochrome P450/NADPH--P450 reductase [Includes: Cytochrome P450 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)],Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),119377
159,G2QE33,MYCTH_2118116,G2QE33_THET4,ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),79826
160,G2QE69,MYCTH_2143695,G2QE69_THET4,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26125
161,G2QE96,MYCTH_2304122,G2QE96_THET4,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20499
162,G2QEA3,MYCTH_2304137,G2QEA3_THET4,Maintenance of mitochondrial morphology protein 1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46862
163,G2QEA7,MYCTH_2304147,G2QEA7_THET4,5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),64353
164,G2QEA9,MYCTH_2304164,G2QEA9_THET4,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),54345
165,G2QEC6,MYCTH_2079764,G2QEC6_THET4,Polyprenol reductase (EC 1.3.1.94),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34747
166,G2QEC9,MYCTH_2079774,G2QEC9_THET4,Small COPII coat GTPase SAR1 (Small COPII coat GTPase sar1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21469
167,G2QED0,MYCTH_2304227,G2QED0_THET4,Patatin-like phospholipase domain-containing protein (EC 3.1.1.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),95751
168,G2QEK0,MYCTH_2304400,G2QEK0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31258
169,G2QEK4,MYCTH_80916,G2QEK4_THET4,Catalase (EC 1.11.1.6),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78185
170,G2QEQ3,MYCTH_2304517,G2QEQ3_THET4,Poly(A) polymerase (EC 2.7.7.19),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),73127
171,G2QEQ5,MYCTH_2304523,G2QEQ5_THET4,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),12255
172,G2QES9,MYCTH_2306759,G2QES9_THET4,non-specific serine/threonine protein kinase (EC 2.7.11.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),92137
173,G2QEU9,MYCTH_2094032,G2QEU9_THET4,Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24137
174,G2QEW1,MYCTH_2119294,G2QEW1_THET4,DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),156184
175,G2QEZ1,MYCTH_116322,G2QEZ1_THET4,PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),125829
176,G2QF50,MYCTH_2307037,G2QF50_THET4,Class E vacuolar protein-sorting machinery protein HSE1 (Class E vacuolar protein-sorting machinery protein hse1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38069
177,G2QFI0,MYCTH_2307294,G2QFI0_THET4,Serine/threonine-protein kinase TOR (EC 2.7.11.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),276784
178,G2QFK9,MYCTH_2307328,G2QFK9_THET4,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),52431
179,G2QFN5,MYCTH_2307394,G2QFN5_THET4,"5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31302
180,G2QFN7,MYCTH_2307398,G2QFN7_THET4,Tubulin gamma chain,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),51704
181,G2QFS8,MYCTH_2305783,G2QFS8_THET4,alpha-amylase (EC 3.2.1.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58367
182,G2QG06,MYCTH_2111528,G2QG06_THET4,"Translation factor GUF1, mitochondrial (EC 3.6.5.n1) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),74210
183,G2QG27,MYCTH_2305846,G2QG27_THET4,Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),50235
184,G2QGQ7,MYCTH_2306081,G2QGQ7_THET4,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),60523
185,G2QH90,MYCTH_2306283,G2QH90_THET4,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),39697
186,G2QHD4,MYCTH_2315513,G2QHD4_THET4,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (Immunoglobulin heavy chain-binding protein homolog),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),72519
187,G2QHE8,MYCTH_2306426,G2QHE8_THET4,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33612
188,G2QHG9,MYCTH_2306475,G2QHG9_THET4,Homoserine dehydrogenase (HDH) (EC 1.1.1.3),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38954
189,G2QHH0,MYCTH_2306477,G2QHH0_THET4,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Transfer RNA methyltransferase 8) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33416
190,G2QHK2,MYCTH_2306542,G2QHK2_THET4,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36779
191,G2QHP5,MYCTH_2315557,G2QHP5_THET4,Glycosidase (EC 3.2.-.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40821
